Timestamp,Demand,Price,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M
2024-01-01 00:00:00,0,11.18,5.84,4.395,5.115,5.3025,90.4025,2.504,98.415,2.8025,27.825
2024-01-01 01:00:00,0,12.79,5.725,4.21,4.9725,5.23,89.9325,1.4435,98.4725,2.6475,13.575
2024-01-01 02:00:00,0,7.64,5.67,3.995,4.835,5.145,88.86,0.735,98.5225,2.4625,179.8
2024-01-01 03:00:00,0,6.18,5.7825,3.725,4.75,5.045,86.515,0.42,98.575,2.2125,345.725
2024-01-01 04:00:00,0,2.67,5.9875,3.415,4.7,4.9375,83.535,0.4225,98.635,1.9825,325.05
2024-01-01 05:00:00,0.9854,3.78,6.16,3.1025,4.6275,4.82,80.635,0.3875,98.6975,2.1125,297.7
2024-01-01 06:00:00,1.6396,3.68,6.2575,2.925,4.5925,4.7575,79.11,0.22,98.765,2.66,278.05
2024-01-01 07:00:00,1.6737,7.88,6.2575,2.93,4.5975,4.7575,79.1625,0.091,98.8275,3.36,268.5
2024-01-01 08:00:00,1.6263,10.4,6.1325,3.015,4.575,4.7875,80.41,0.0635,98.8975,3.945,265.575
2024-01-01 09:00:00,1.5862,13.86,5.9625,3.115,4.5425,4.8175,81.915,0.0575,98.965,4.3125,266.775
2024-01-01 10:00:00,0.7792,13.09,6.0125,3.235,4.625,4.8525,82.27,0.0425,99.0225,4.465,270.75
2024-01-01 11:00:00,3.513,16.38,6.19,3.425,4.8125,4.91,82.27,0.0175,99.0725,4.4175,274.825
2024-01-01 12:00:00,5.5125,13.95,6.355,3.625,4.995,4.9825,82.5775,0.01,99.1175,4.2825,277.85
2024-01-01 13:00:00,2.3341,17.63,6.3675,3.72,5.0475,5.015,83.0725,0.009,99.1525,4.1275,277.85
2024-01-01 14:00:00,0,16.42,6.23,3.655,4.9425,4.9875,83.4375,0.005,99.195,3.8775,274.7
2024-01-01 15:00:00,0,16.16,6.11,3.505,4.8075,4.935,83.265,0.005,99.2075,3.235,271.2
2024-01-01 16:00:00,0,25.44,6.155,3.3125,4.7325,4.87,81.9025,0.005,99.1875,2.0525,261.4
2024-01-01 17:00:00,2.224,25.56,6.3325,3.17,4.7475,4.8225,80.075,0.005,99.14,1.135,216.075
2024-01-01 18:00:00,4.5774,22.42,6.485,3.4025,4.945,4.91,80.635,0.005,99.0975,2.07,143
2024-01-01 19:00:00,4.9121,14.15,6.595,3.975,5.2875,5.1125,83.2625,0.005,99.04,3.955,131.725
2024-01-01 20:00:00,7.3497,13.47,6.755,4.5125,5.63,5.31,85.4575,0.005,98.96,5.74,131.425
2024-01-01 21:00:00,0,14.03,6.965,4.8675,5.915,5.45,86.375,0.0065,98.875,7.065,131.35
2024-01-01 22:00:00,0,8.56,7.1375,5.0375,6.0825,5.5225,86.3975,0.011,98.7725,8.0075,127.9
2024-01-01 23:00:00,0,4.77,7.2575,5.125,6.1875,5.5625,86.205,0.02,98.6575,8.79,123.5
2024-01-02 00:00:00,1.14,3.72,7.2675,5.11,6.1875,5.56,85.9975,0.0475,98.5325,9.3775,120.55
2024-01-02 01:00:00,0,2.73,7.225,4.96,6.09,5.5075,85.3525,0.126,98.4275,9.8,118.775
2024-01-02 02:00:00,0,4.19,7.21,4.7425,5.98,5.4275,84.1325,0.4025,98.345,10.13,117.95
2024-01-02 03:00:00,0.0023,3.64,7.2075,4.63,5.92,5.39,83.5125,1.2365,98.2875,10.2325,115.925
2024-01-02 04:00:00,0.034,5.98,7.165,4.6525,5.9125,5.4,83.8675,2.884,98.2375,10.335,113.35
2024-01-02 05:00:00,1.2445,5.89,6.9975,4.72,5.8575,5.43,85.2725,5.374,98.1925,10.67,111.65
2024-01-02 06:00:00,2.4423,12.13,6.74,4.74,5.7375,5.4375,86.895,8.9115,98.1625,11.195,111.175
2024-01-02 07:00:00,2.5016,15.07,6.5225,4.8775,5.7025,5.4925,89.0575,11.0325,98.1275,11.605,109.4
2024-01-02 08:00:00,7.2435,17.02,6.555,5.205,5.875,5.6275,90.9675,10.046,98.0675,11.93,106.3
2024-01-02 09:00:00,5.9511,18.48,6.79,5.53,6.1575,5.7575,91.5,7.81,97.9825,12.045,105.325
2024-01-02 10:00:00,4.1701,16.94,7.0425,5.7075,6.3775,5.835,91.065,7.04,97.91,11.885,110.25
2024-01-02 11:00:00,1.208,19.71,7.225,5.94,6.58,5.9375,91.43,4.6,97.825,11.07,115.6
2024-01-02 12:00:00,1.8505,19.19,7.44,6.19,6.82,6.05,91.6875,2.1735,97.7175,9.4575,117.7
2024-01-02 13:00:00,1.8503,19.74,7.625,6.4525,7.0425,6.165,92.14,1.159,97.5975,7.62,117.4
2024-01-02 14:00:00,1.9001,18.5,7.7375,6.63,7.185,6.25,92.62,0.6015,97.52,6.085,116.325
2024-01-02 15:00:00,0.9367,16.87,7.7775,6.725,7.255,6.295,92.995,0.455,97.4875,5.13,116.95
2024-01-02 16:00:00,0,24.03,7.84,6.88,7.36,6.36,93.5425,0.451,97.4825,4.6625,122.425
2024-01-02 17:00:00,1.194,22.38,7.875,7.0825,7.48,6.445,94.5825,0.6165,97.5,4.37,130.5
2024-01-02 18:00:00,2.3378,21.75,7.9025,7.2875,7.5975,6.54,95.83,0.745,97.54,4.2025,137.3
2024-01-02 19:00:00,2.2316,16.23,7.9625,7.465,7.71,6.615,96.57,0.875,97.58,4.29,139.275
2024-01-02 20:00:00,2.2671,16.52,8.065,7.6,7.8325,6.6725,96.7725,1.519,97.6225,4.595,136.675
2024-01-02 21:00:00,2.2678,15.27,8.21,7.7125,7.9625,6.72,96.545,2.8485,97.665,5.345,132
2024-01-02 22:00:00,2.2154,13.28,8.355,7.795,8.08,6.7575,96.15,4.3525,97.685,6.495,129.625
2024-01-02 23:00:00,0,16.35,8.4025,7.79,8.1,6.755,95.835,5.3925,97.7125,7.61,128.85
2024-01-03 00:00:00,0,17.51,8.25,7.5475,7.8975,6.6375,95.195,7.714,97.7625,8.45,128.5
2024-01-03 01:00:00,0,17.44,7.965,7.175,7.5675,6.4675,94.6375,11.9135,97.82,9.0875,126.65
2024-01-03 02:00:00,0,16.49,7.6325,6.735,7.1875,6.2725,93.9625,16.24,97.8975,9.935,125.6
2024-01-03 03:00:00,0,16.71,7.1925,6.125,6.66,6.0075,92.8325,19.5935,97.9675,11.0075,125.025
2024-01-03 04:00:00,0,15.44,6.73,5.5825,6.16,5.7775,92.24,20.4185,98.0325,11.775,123.075
2024-01-03 05:00:00,1.3215,16.97,6.355,5.1875,5.77,5.62,92.1375,16.764,98.0875,12.1375,122.325
2024-01-03 06:00:00,1.6441,16.99,6.2125,4.9175,5.5625,5.51,91.29,11.7825,98.1525,12.1825,122.025
2024-01-03 07:00:00,1.7105,17.29,6.2,4.7425,5.475,5.4425,90.3125,8.239,98.21,12.1325,121.75
2024-01-03 08:00:00,1.7343,17.32,6.235,4.675,5.455,5.4125,89.67,6.261,98.2875,12.0225,121.625
2024-01-03 09:00:00,5.4145,17.51,6.245,4.6025,5.425,5.3775,89.0925,4.7865,98.36,11.9,121.65
2024-01-03 10:00:00,0,17.49,6.2225,4.4725,5.3525,5.3225,88.39,3.359,98.435,11.7275,121.35
2024-01-03 11:00:00,0,17.89,6.195,4.27,5.2375,5.2475,87.365,2.1685,98.49,11.5025,120.85
2024-01-03 12:00:00,1.6163,18.04,6.185,4.04,5.1175,5.16,86.0025,1.354,98.525,11.2275,120.8
2024-01-03 13:00:00,1.6788,17.88,6.21,3.84,5.0275,5.0825,84.59,0.8925,98.5525,10.96,121.225
2024-01-03 14:00:00,1.9761,17.41,6.2275,3.66,4.94,5.0175,83.4475,0.72,98.605,10.8125,121.725
2024-01-03 15:00:00,2.2438,17.98,6.1575,3.5475,4.8525,4.9725,83.155,0.6475,98.665,10.835,122.35
2024-01-03 16:00:00,1.013,26.36,6.035,3.475,4.755,4.9475,83.495,0.575,98.725,10.8825,123.35
2024-01-03 17:00:00,1.139,26.27,5.95,3.455,4.7025,4.9375,83.8675,0.675,98.7825,10.93,124.525
2024-01-03 18:00:00,2.088,24.35,5.93,3.4475,4.6875,4.9325,83.945,0.966,98.8325,11.13,126.3
2024-01-03 19:00:00,2.136,18.4,5.9675,3.5125,4.7375,4.955,84.15,1.746,98.8825,11.43,128.325
2024-01-03 20:00:00,2.2107,17.19,5.9525,3.7025,4.8325,5.0225,85.4225,4.9185,98.9275,11.655,130.5
2024-01-03 21:00:00,2.2109,17.35,5.78,3.88,4.8325,5.085,87.55,10.744,98.96,11.8225,133.15
2024-01-03 22:00:00,1.1583,16.55,5.61,3.88,4.74,5.08,88.54,13.43,99,11.9075,136.575
2024-01-03 23:00:00,0,16.06,5.6575,4.0275,4.84,5.13,89.1425,10.3785,99.0375,11.8625,140
2024-01-04 00:00:00,0,16.41,5.735,4.265,5.005,5.215,90.15,7.3865,99.065,11.82,143
2024-01-04 01:00:00,0,16.6,5.885,4.555,5.225,5.325,91.1175,6.4215,99.09,11.6825,145.475
2024-01-04 02:00:00,0,15.72,6.2125,4.97,5.595,5.4775,91.6425,5.711,99.125,11.3075,148.425
2024-01-04 03:00:00,0,15.22,6.6375,5.495,6.0675,5.675,92.2125,4.626,99.1425,10.6525,151.925
2024-01-04 04:00:00,0,15.2,7.085,6.005,6.55,5.8825,92.7,3.575,99.1525,9.7825,154.7
2024-01-04 05:00:00,0.8893,15.98,7.435,6.39,6.915,6.04,92.9325,2.57,99.1675,9.065,157.35
2024-01-04 06:00:00,1.6584,17.33,7.67,6.6475,7.155,6.15,93.1425,2.5425,99.2,8.4725,161.525
2024-01-04 07:00:00,1.6493,17.79,7.8225,6.815,7.3175,6.22,93.2525,3.155,99.24,8.005,167.825
2024-01-04 08:00:00,1.6271,19.09,7.9125,6.91,7.4075,6.2575,93.2825,2.749,99.2825,7.7475,172.525
2024-01-04 09:00:00,1.7225,20.48,7.8775,6.98,7.43,6.2825,93.9275,2.6125,99.3325,7.7375,174.05
2024-01-04 10:00:00,0,19.9,7.84,7.0075,7.4275,6.29,94.3175,2.7525,99.3775,7.6975,175.05
2024-01-04 11:00:00,1.865,17.86,7.845,6.98,7.4125,6.28,94.16,2.834,99.4,7.57,175.65
2024-01-04 12:00:00,3.9701,18.05,7.855,6.8825,7.37,6.235,93.4275,3.06,99.4,7.48,174.55
2024-01-04 13:00:00,2.8661,19.08,7.82,6.7375,7.2825,6.175,92.7575,2.816,99.4075,7.5075,171.725
2024-01-04 14:00:00,2.934,20.52,7.7325,6.625,7.18,6.1225,92.5475,2.6065,99.4375,7.6375,168.125
2024-01-04 15:00:00,0,20.5,7.6275,6.565,7.1,6.095,92.8225,3.324,99.4625,7.8325,164.6
2024-01-04 16:00:00,0,29.39,7.5425,6.5125,7.0275,6.075,93.0775,4.21,99.4775,7.995,162.125
2024-01-04 17:00:00,2.672,29.26,7.48,6.4775,6.98,6.055,93.185,4.9785,99.5075,8.0075,159.4
2024-01-04 18:00:00,3.139,27.47,7.4475,6.44,6.9475,6.04,93.1925,5.614,99.535,7.9825,156.475
2024-01-04 19:00:00,2.0464,20.68,7.435,6.43,6.9325,6.035,93.2175,5.555,99.555,7.9375,153
2024-01-04 20:00:00,2.0522,19.77,7.3975,6.3775,6.8875,6.01,93.0825,5.355,99.5725,7.9725,149.025
2024-01-04 21:00:00,0,19.07,7.2975,6.275,6.785,5.9675,93.075,5.0035,99.5825,8.02,145.375
2024-01-04 22:00:00,0,15.93,7.17,6.1325,6.6475,5.9125,93.04,4.586,99.5925,8.025,142.85
2024-01-04 23:00:00,0,17.53,7.0525,5.995,6.5225,5.85,92.8175,4.26,99.6025,7.8775,141.8
2024-01-05 00:00:00,0,18.84,6.94,5.9025,6.4175,5.8125,92.9425,4.0025,99.61,7.565,141.875
2024-01-05 01:00:00,0,17.95,6.825,5.8375,6.33,5.785,93.2425,3.91,99.6125,7.1925,142.225
2024-01-05 02:00:00,0,17.12,6.74,5.7925,6.2625,5.7675,93.5125,3.9325,99.62,6.88,142.775
2024-01-05 03:00:00,0,16.48,6.69,5.7575,6.2225,5.755,93.63,3.9815,99.62,6.6975,143.45
2024-01-05 04:00:00,0,16.44,6.6225,5.715,6.165,5.7375,93.79,4.06,99.625,6.565,143.925
2024-01-05 05:00:00,1.6089,16.73,6.58,5.6925,6.1375,5.7275,93.9175,4.071,99.65,6.445,143.85
2024-01-05 06:00:00,2.6988,17.97,6.485,5.66,6.0775,5.715,94.3675,4.0375,99.6925,6.4225,143.15
2024-01-05 07:00:00,2.8681,18.64,6.3575,5.62,5.9925,5.695,94.915,3.8075,99.74,6.53,142.425
2024-01-05 08:00:00,2.7402,20.68,6.275,5.5725,5.925,5.6725,95.13,3.725,99.7875,6.6275,142.775
2024-01-05 09:00:00,1.209,20.38,6.2125,5.5025,5.86,5.6425,95.1075,3.784,99.86,6.4925,143.725
2024-01-05 10:00:00,0,20.32,6.135,5.42,5.775,5.605,95.0525,4.1175,99.9325,6.2125,143.825
2024-01-05 11:00:00,0.909,18.66,6.0225,5.29,5.66,5.545,94.82,4.7975,99.98,5.8875,142.8
2024-01-05 12:00:00,2.0087,18.4,5.87,5.125,5.4975,5.4825,94.7925,5.6275,100.0225,5.495,142.225
2024-01-05 13:00:00,2.0508,18.68,5.7525,4.955,5.3525,5.415,94.4475,6.384,100.0775,5.015,142.25
2024-01-05 14:00:00,4.8458,19.7,5.7375,4.81,5.27,5.355,93.5625,6.9515,100.1475,4.515,141.725
2024-01-05 15:00:00,0,20.09,5.63,4.6525,5.14,5.295,93.2825,7.469,100.22,4.1975,140.6
2024-01-05 16:00:00,0,25.91,5.4475,4.5,4.97,5.235,93.475,7.1485,100.2975,4.0775,140.95
2024-01-05 17:00:00,1.951,27.18,5.235,4.3575,4.795,5.18,93.9375,5.561,100.3675,4.005,142.45
2024-01-05 18:00:00,3.0253,26.39,5.1375,4.27,4.7,5.1425,93.9575,3.796,100.4375,3.9525,144.55
2024-01-05 19:00:00,3.8818,19.81,5.0575,4.1875,4.6225,5.1125,94,2.445,100.5075,3.7625,148
2024-01-05 20:00:00,2.7518,18.92,5.0525,4.11,4.5825,5.085,93.595,1.756,100.5775,3.445,153.65
2024-01-05 21:00:00,1.8988,19.04,5.185,4.06,4.625,5.0625,92.395,1.24,100.6475,3.1175,162.875
2024-01-05 22:00:00,0,17.68,5.35,3.985,4.665,5.0325,90.8575,0.8875,100.71,2.865,175.7
2024-01-05 23:00:00,0,17.89,5.6025,3.9325,4.77,5.0075,88.8725,0.945,100.7525,2.76,189.8
2024-01-06 00:00:00,0,21.34,5.88,3.8925,4.8825,4.9925,86.9575,1.1525,100.7975,2.77,203.175
2024-01-06 01:00:00,0,19.42,6.0975,3.81,4.9525,4.96,85.1325,1.0485,100.835,2.8275,216.425
2024-01-06 02:00:00,0,17.55,6.2275,3.6875,4.955,4.9175,83.695,1.035,100.8925,2.9275,227.25
2024-01-06 03:00:00,0,16.86,6.2875,3.57,4.9325,4.8725,82.6225,1.055,100.9425,2.9725,236.8
2024-01-06 04:00:00,0,16.86,6.315,3.5,4.9075,4.8475,82.0925,1.056,100.995,2.94,247.2
2024-01-06 05:00:00,0.8975,16.83,6.3225,3.4725,4.8975,4.8375,81.935,0.9865,101.06,2.8975,258.875
2024-01-06 06:00:00,1.6448,16.98,6.2825,3.5075,4.895,4.84,82.265,0.856,101.14,2.91,271.175
2024-01-06 07:00:00,1.7032,18.44,6.2075,3.615,4.9125,4.8775,83.3975,0.6965,101.22,3.1325,283.675
2024-01-06 08:00:00,1.6071,18.71,6.1225,3.7275,4.93,4.9125,84.565,0.635,101.3025,3.43,291.8
2024-01-06 09:00:00,1.5584,19.05,6.115,3.9075,5.015,4.9725,85.7075,0.754,101.3925,3.705,295.225
2024-01-06 10:00:00,0,19.52,6.3075,4.185,5.245,5.065,86.215,0.884,101.475,3.835,296.725
2024-01-06 11:00:00,0.834,20.27,6.5125,4.4525,5.48,5.155,86.565,0.8425,101.5325,3.9425,298
2024-01-06 12:00:00,2.0695,19.62,6.6125,4.6025,5.61,5.2075,86.8775,0.721,101.5775,4.09,300.65
2024-01-06 13:00:00,2.8045,18.85,6.575,4.6575,5.6125,5.225,87.4275,0.6615,101.6125,4.3,304.05
2024-01-06 14:00:00,3.5315,17.89,6.36,4.595,5.4775,5.2,88.355,0.5365,101.6675,4.56,307.325
2024-01-06 15:00:00,1.632,20.07,6.07,4.4925,5.28,5.16,89.51,0.4635,101.735,4.905,309.875
2024-01-06 16:00:00,0,27.04,5.8975,4.38,5.135,5.1175,89.8975,0.451,101.7975,5.305,311.5
2024-01-06 17:00:00,1.076,28.14,5.8275,4.2675,5.0475,5.0725,89.6075,0.4275,101.8675,5.595,313.425
2024-01-06 18:00:00,2.4096,28.24,5.8225,4.1925,5.0075,5.045,89.2125,0.4475,101.9375,5.725,315.275
2024-01-06 19:00:00,6.2618,20.29,5.83,4.17,5,5.03,88.9625,0.5065,102.005,5.8425,317.675
2024-01-06 20:00:00,2.7536,20.09,5.8325,4.1775,5.005,5.0325,89.0375,0.555,102.06,6,320.65
2024-01-06 21:00:00,0,19.99,5.84,4.2125,5.0275,5.045,89.2475,0.5425,102.1,6.095,324.1
2024-01-06 22:00:00,0,19.14,5.8425,4.2575,5.055,5.06,89.535,0.62,102.1425,6.1325,326.2
2024-01-06 23:00:00,0,17.7,5.85,4.2775,5.0675,5.06,89.53,0.5265,102.1925,6.2175,327.375
2024-01-07 00:00:00,0,18.13,5.8525,4.26,5.055,5.055,89.47,0.4025,102.245,6.2675,328.625
2024-01-07 01:00:00,0,18.77,5.8625,4.225,5.04,5.0375,89.155,0.3265,102.3075,6.275,330.225
2024-01-07 02:00:00,0,16.58,5.8625,4.205,5.035,5.0275,89.035,0.311,102.375,6.3225,331.25
2024-01-07 03:00:00,0,16.46,5.8275,4.1775,5.005,5.015,89.08,0.375,102.4325,6.3,331.425
2024-01-07 04:00:00,0,15.62,5.8025,4.135,4.965,4.9975,88.965,0.5035,102.4775,6.195,331.775
2024-01-07 05:00:00,0.8654,16.48,5.87,4.11,4.99,4.9875,88.4,0.7185,102.51,6.1175,333.375
2024-01-07 06:00:00,1.6201,17.07,5.965,4.0625,5.0125,4.9725,87.59,0.985,102.5525,5.9725,336.525
2024-01-07 07:00:00,1.6322,18.42,5.9675,3.965,4.9625,4.9325,86.9175,0.9275,102.6025,5.7925,339.65
2024-01-07 08:00:00,1.7594,19.52,5.945,3.8075,4.875,4.8725,86.0425,1.0615,102.655,5.65,342.125
2024-01-07 09:00:00,1.5429,18.44,6.03,3.7575,4.89,4.855,85.2825,1.0185,102.7125,5.5225,344
2024-01-07 10:00:00,0.7723,18.73,6.1625,3.825,4.995,4.8725,84.8475,0.5435,102.76,5.3725,345.025
2024-01-07 11:00:00,1.588,18.26,6.1825,3.86,5.025,4.8775,84.8475,0.441,102.7975,5.2525,345.375
2024-01-07 12:00:00,2.4744,20.66,6.07,3.805,4.9375,4.8625,85.2775,0.34,102.8275,5.225,345.2
2024-01-07 13:00:00,2.4011,21.53,5.7775,3.6825,4.73,4.8225,86.33,0.4025,102.86,5.2375,344.925
2024-01-07 14:00:00,2.6531,19.23,5.35,3.5,4.425,4.755,87.7275,0.4325,102.905,5.36,345.3
2024-01-07 15:00:00,0,20.56,5.05,3.365,4.2075,4.705,88.6925,0.3615,102.9625,5.485,346.9
2024-01-07 16:00:00,0,28.05,4.96,3.3075,4.135,4.685,88.915,0.4025,103.0125,5.445,350.475
2024-01-07 17:00:00,1.782,28.33,4.9725,3.2325,4.1075,4.6575,88.3575,0.511,103.0625,5.16,356.625
2024-01-07 18:00:00,9.1201,27.21,5.06,3.085,4.0775,4.6075,86.925,0.3235,103.1125,4.6825,3.775
2024-01-07 19:00:00,4.5835,20.44,5.285,2.9375,4.115,4.5575,84.69,0.18,103.16,4.2225,12.225
2024-01-07 20:00:00,0,19.41,5.57,2.765,4.1675,4.505,82.1075,0.105,103.2,3.8325,22.2
2024-01-07 21:00:00,0,19.19,5.7775,2.6025,4.19,4.45,79.9775,0.056,103.2425,3.5575,31.3
2024-01-07 22:00:00,0,17.33,5.88,2.505,4.1925,4.415,78.82,0.0465,103.29,3.2725,38.3
2024-01-07 23:00:00,0,18.36,5.965,2.4525,4.2075,4.3975,78.0775,0.05,103.3275,3.01,43.325
2024-01-08 00:00:00,0,18.34,6.0675,2.435,4.2475,4.39,77.42,0.0525,103.3575,2.7875,47.875
2024-01-08 01:00:00,0,17.99,6.175,2.46,4.3175,4.3925,76.915,0.061,103.3875,2.615,52.475
2024-01-08 02:00:00,0,17.72,6.2475,2.51,4.3775,4.4075,76.8125,0.0665,103.42,2.455,56.775
2024-01-08 03:00:00,0,17.09,6.2175,2.5975,4.405,4.4375,77.525,0.0715,103.4575,2.3775,61.05
2024-01-08 04:00:00,0,17.21,6.135,2.68,4.4125,4.46,78.3775,0.0785,103.4875,2.3675,65.55
2024-01-08 05:00:00,0.858,17.31,6.0625,2.675,4.3725,4.4575,78.7525,0.1,103.5175,2.3525,70.975
2024-01-08 06:00:00,1.5786,19.38,5.945,2.67,4.3075,4.4525,79.335,0.159,103.55,2.3275,76.225
2024-01-08 07:00:00,1.6018,21.04,5.81,2.715,4.2625,4.465,80.3375,0.2735,103.5925,2.335,81.175
2024-01-08 08:00:00,2.2352,20.96,5.7075,2.7825,4.245,4.4875,81.3525,0.371,103.64,2.3775,87.95
2024-01-08 09:00:00,1.0413,20.59,5.6675,2.8725,4.27,4.5175,82.1475,0.42,103.6775,2.3525,95.825
2024-01-08 10:00:00,0,19.76,5.6475,2.97,4.3075,4.5475,82.83,0.479,103.7025,2.275,102.75
2024-01-08 11:00:00,2.444,18.17,5.565,3.0425,4.3,4.565,83.63,0.52,103.71,2.1875,109.25
2024-01-08 12:00:00,4.4586,18.8,5.3825,2.9475,4.165,4.5375,84.1875,0.514,103.71,2.1575,113.775
2024-01-08 13:00:00,3.0383,19.42,5.1975,2.7775,3.9875,4.485,84.2975,0.4775,103.71,2.1875,117.025
2024-01-08 14:00:00,1.8363,20.02,5.0425,2.605,3.8225,4.4275,84.125,0.4175,103.71,2.24,120.3
2024-01-08 15:00:00,0,22.4,4.925,2.42,3.67,4.3725,83.7725,0.3765,103.715,2.37,121.325
2024-01-08 16:00:00,0,29.89,4.7825,2.225,3.5075,4.3075,83.37,0.3225,103.735,2.53,119.05
2024-01-08 17:00:00,2.069,28.53,4.685,2.0775,3.38,4.265,83.1325,0.319,103.7575,2.71,116.075
2024-01-08 18:00:00,4.2935,27.82,4.735,2.025,3.375,4.245,82.4775,0.3215,103.785,2.975,115.15
2024-01-08 19:00:00,3.678,20.08,4.75,1.935,3.3375,4.215,81.825,0.4775,103.805,3.31,116.95
2024-01-08 20:00:00,2.8778,19.42,4.7525,1.6875,3.215,4.1375,80.33,0.574,103.825,3.5825,120.075
2024-01-08 21:00:00,0,18.52,4.7475,1.25,2.995,4.01,77.8975,0.39,103.8425,3.6675,123.275
2024-01-08 22:00:00,0,17.4,4.6925,0.8725,2.7825,3.9,76.065,0.2315,103.8525,3.585,124.8
2024-01-08 23:00:00,0,16.09,4.625,0.5725,2.6,3.82,74.8675,0.159,103.86,3.3825,123.4
2024-01-09 00:00:00,0,16.27,4.5675,0.3125,2.445,3.745,73.7,0.1475,103.865,3.13,119.65
2024-01-09 01:00:00,0,16.29,4.525,0.105,2.32,3.69,72.84,0.1175,103.88,2.95,113.85
2024-01-09 02:00:00,0,16.21,4.49,-0.0325,2.2325,3.6525,72.285,0.0915,103.88,2.83,106.375
2024-01-09 03:00:00,0,15.95,4.42,-0.1475,2.1375,3.625,72.1,0.08,103.88,2.7225,96.85
2024-01-09 04:00:00,0,16.49,4.3925,-0.185,2.1075,3.615,72.035,0.08,103.88,2.68,85.475
2024-01-09 05:00:00,0.8554,16.16,4.4075,-0.095,2.155,3.64,72.45,0.081,103.8775,2.7425,74.825
2024-01-09 06:00:00,1.5742,16.64,4.4375,0.095,2.2625,3.685,73.1875,0.09,103.87,2.87,67.05
2024-01-09 07:00:00,2.024,21.06,4.47,0.32,2.395,3.7475,74.255,0.1165,103.87,2.975,62.425
2024-01-09 08:00:00,2.6316,22.01,4.5175,0.5875,2.5525,3.825,75.54,0.171,103.8725,3.0275,59.625
2024-01-09 09:00:00,0.971,20.08,4.6025,0.9475,2.775,3.9275,77.1025,0.251,103.8825,3.04,59.525
2024-01-09 10:00:00,0,19.61,4.7175,1.325,3.0225,4.035,78.5775,0.291,103.89,2.9625,61.225
2024-01-09 11:00:00,1.187,18.98,4.7775,1.62,3.2025,4.12,79.8875,0.28,103.885,2.76,62.025
2024-01-09 12:00:00,1.879,18.74,4.795,1.7475,3.2725,4.1525,80.4025,0.3525,103.8625,2.5525,58.375
2024-01-09 13:00:00,1.6433,19.03,4.76,1.77,3.27,4.1625,80.7775,0.4615,103.835,2.515,48.1
2024-01-09 14:00:00,1.7021,20.45,4.6875,1.775,3.235,4.17,81.32,0.54,103.8175,2.7675,34.225
2024-01-09 15:00:00,1.7103,21.67,4.6475,1.805,3.225,4.175,81.64,0.479,103.81,3.2625,23.375
2024-01-09 16:00:00,0,30.45,4.6525,1.8675,3.255,4.195,81.9975,0.3175,103.81,3.805,18.025
2024-01-09 17:00:00,2.803,28.77,4.7125,1.955,3.33,4.22,82.1425,0.4335,103.8075,4.225,16.35
2024-01-09 18:00:00,3.5812,29.78,4.815,2.065,3.44,4.2525,82.175,0.561,103.8,4.5,15.7
2024-01-09 19:00:00,2.5903,22.61,4.9525,2.06,3.505,4.255,81.4275,0.4475,103.795,4.67,16.375
2024-01-09 20:00:00,1.1829,19.81,5.1,2.025,3.5575,4.2475,80.44,0.26,103.7775,4.7275,17.4
2024-01-09 21:00:00,0,18.38,5.305,2.1575,3.7275,4.2875,80.0325,0.2,103.7625,4.735,16.575
2024-01-09 22:00:00,0,17.19,5.515,2.395,3.955,4.36,80.1775,0.155,103.73,4.84,14.6
2024-01-09 23:00:00,0,15.8,5.685,2.66,4.1725,4.445,80.745,0.165,103.6875,5.1075,13.425
2024-01-10 00:00:00,0,16.65,5.8125,2.9425,4.3775,4.5425,81.75,0.1935,103.6425,5.4725,14.1
2024-01-10 01:00:00,0,16.06,5.9225,3.2525,4.5875,4.6425,82.8875,0.214,103.615,5.88,16.725
2024-01-10 02:00:00,0,15.82,6.065,3.6325,4.8475,4.775,84.3925,0.3025,103.5925,6.2575,19.5
2024-01-10 03:00:00,0,15.75,6.13,4.045,5.0825,4.915,86.4475,0.405,103.565,6.5575,20.4
2024-01-10 04:00:00,0,16.01,6.2,4.425,5.3075,5.045,88.2825,0.605,103.545,6.8075,20.575
2024-01-10 05:00:00,0.8431,15.7,6.255,4.6725,5.46,5.1375,89.5475,0.7485,103.53,7.0025,21.2
2024-01-10 06:00:00,1.8401,19.04,6.3375,4.86,5.5975,5.2,90.12,0.73,103.535,7.18,21.65
2024-01-10 07:00:00,2.2507,24.02,6.3725,4.97,5.6675,5.2375,90.565,0.714,103.555,7.245,22.25
2024-01-10 08:00:00,2.4798,24.41,6.4475,5.0575,5.7525,5.27,90.67,0.641,103.5725,7.2775,22.6
2024-01-10 09:00:00,1.1666,22.02,6.62,5.1675,5.8925,5.31,90.2875,0.5375,103.58,7.385,21.975
2024-01-10 10:00:00,0,21.35,6.84,5.255,6.045,5.3425,89.4725,0.444,103.5775,7.6,20.65
2024-01-10 11:00:00,1.019,21.25,6.98,5.2575,6.1225,5.345,88.6375,0.4225,103.56,7.795,19.4
2024-01-10 12:00:00,2.2412,20.58,7.05,5.2025,6.1275,5.325,87.8475,0.2975,103.52,7.9675,18.725
2024-01-10 13:00:00,2.0822,19.17,7.075,5.125,6.1025,5.3,87.255,0.215,103.485,8.105,18.725
